,SNUADC/ECG_II,SNUADC/ECG_V5,SNUADC/ART,SNUADC/FEM,SNUADC/CVP,BIS/BIS,BIS/EEG1_WAV,BIS/EEG2_WAV,BIS/EMG,BIS/SEF,BIS/SQI,BIS/SR,BIS/TOTPOW,Orchestra/RFTN20_CE,Orchestra/RFTN20_CP,Orchestra/RFTN20_CT,Orchestra/RFTN20_RATE,Orchestra/RFTN20_VOL,Solar8000/VENT_MAWP,Solar8000/VENT_RR,Solar8000/VENT_TV,Solar8000/VENT_PPLAT,Solar8000/VENT_PIP,Solar8000/VENT_MV,Solar8000/VENT_INSP_TM,Solar8000/BT
16,-0.0189748,0.0797709,33.651,274.59,275.578,0.0,-24.2,-29.35,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
17,-0.0288494,0.0501471,32.6635,273.603,275.578,0.0,-0.3,-7.55,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
18,-0.0485986,0.0402726,32.6635,274.59,275.578,0.0,10.3,6.8,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
19,0.000774297,0.109395,32.6635,274.59,275.578,0.0,-4.0,1.45,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
20,0.0106489,0.0698963,32.6635,273.603,274.59,0.0,-5.0,-2.6,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
21,0.0106489,0.0600217,32.6635,273.603,275.578,0.0,28.8,16.55,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
22,0.000774297,0.109395,32.6635,273.603,275.578,0.0,-8.35,-3.3,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
23,0.030398,0.0501471,34.6384,276.565,276.565,0.0,-16.25,-16.6,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
24,-0.00910027,0.0797709,33.651,275.578,276.565,0.0,30.3,15.15,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
25,0.0106489,0.0797709,34.6384,275.578,276.565,0.0,69.05,47.35,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
26,0.0501471,0.0402726,33.651,275.578,276.565,0.0,30.05,4.85,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
27,0.0501471,0.0698963,33.651,275.578,276.565,0.0,-0.95,-18.75,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
28,0.455005,0.464879,33.651,275.578,276.565,0.0,-8.3,-6.25,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
29,0.0600217,0.109395,33.651,275.578,276.565,0.0,-19.2,-17.2,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
30,0.0501471,0.0501471,33.651,275.578,276.565,0.0,-11.9,-4.7,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
31,0.0205234,0.0600217,33.651,275.578,276.565,0.0,9.05,18.15,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
32,0.0402726,0.09952,34.6384,275.578,276.565,0.0,36.25,69.0,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
33,0.0402726,0.0501471,34.6384,275.578,276.565,0.0,10.65,35.85,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
34,0.0797709,0.119269,33.651,275.578,275.578,0.0,2.25,3.05,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
35,0.030398,0.0402726,33.651,275.578,276.565,0.0,17.0,-1.35,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
36,0.0600217,0.0205234,33.651,274.59,276.565,0.0,1.85,-12.55,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
37,0.0600217,0.0501471,33.651,274.59,276.565,0.0,-4.4,-1.3,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
38,-0.038724,-0.0288494,33.651,274.59,276.565,0.0,25.7,7.35,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
39,0.0797709,0.109395,33.651,275.578,276.565,0.0,42.0,49.8,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
40,0.0600217,0.0698963,33.651,274.59,276.565,0.0,-18.35,-5.05,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
41,0.0106489,0.0402726,33.651,274.59,276.565,0.0,-63.95,-37.85,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
42,0.0501471,0.0797709,33.651,274.59,276.565,0.0,-17.7,-15.95,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
43,0.0600217,0.0501471,33.651,274.59,275.578,0.0,-4.2,-4.25,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
44,0.0600217,0.0501471,34.6384,274.59,275.578,0.0,86.05,46.1,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
45,-0.038724,-0.0189748,34.6384,275.578,275.578,0.0,77.35,42.0,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
46,0.0797709,0.09952,33.651,274.59,275.578,0.0,8.0,-5.45,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
47,0.0600217,0.0797709,33.651,274.59,275.578,0.0,-13.35,-16.5,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
48,0.139018,0.119269,32.6635,274.59,275.578,0.0,-19.45,-13.0,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
49,0.0402726,0.0797709,33.651,274.59,275.578,0.0,22.85,13.6,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
50,0.0501471,0.0402726,33.651,274.59,275.578,0.0,39.35,27.3,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
51,0.148893,0.109395,32.6635,274.59,275.578,0.0,20.95,5.1,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
52,0.0600217,0.0896454,33.651,274.59,276.565,0.0,-25.95,-18.8,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
53,0.0501471,0.030398,33.651,275.578,275.578,0.0,6.05,-2.35,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
54,0.0402726,0.0698963,29.7011,275.578,275.578,0.0,120.8,82.2,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
55,0.0402726,0.0797709,33.651,274.59,275.578,0.0,-5.95,27.4,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
56,0.0797709,0.0501471,32.6635,274.59,275.578,0.0,-38.95,6.05,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
57,0.0501471,0.0501471,33.651,274.59,276.565,0.0,46.15,25.8,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
58,0.731493,0.642621,33.651,274.59,275.578,0.0,-16.65,-16.15,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
59,0.09952,0.0797709,33.651,274.59,275.578,0.0,-34.8,-37.55,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
60,0.0600217,0.0600217,33.651,274.59,275.578,0.0,28.65,-5.55,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
61,0.030398,-0.0584731,33.651,275.578,276.565,0.0,104.3,25.35,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
62,0.0797709,0.129144,32.6635,275.578,276.565,0.0,96.8,44.0,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
63,0.0698963,0.09952,32.6635,274.59,276.565,0.0,-17.3,-19.65,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
64,0.0600217,0.148893,33.651,275.578,276.565,0.0,79.35,41.4,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
65,0.109395,0.119269,33.651,275.578,276.565,0.0,99.55,66.8,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
66,0.0797709,0.09952,33.651,275.578,276.565,0.0,-17.5,-11.3,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
67,0.0205234,0.030398,33.651,274.59,275.578,0.0,-84.95,-46.05,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
68,0.0698963,0.09952,33.651,274.59,275.578,0.0,-37.95,-7.65,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
69,0.0698963,0.0698963,33.651,274.59,276.565,0.0,-64.9,-23.35,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
70,-0.00910027,0.0501471,32.6635,273.603,275.578,0.0,49.55,29.05,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
71,0.0797709,0.109395,32.6635,274.59,275.578,0.0,18.8,12.15,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
72,0.0402726,0.0600217,32.6635,273.603,275.578,0.0,-37.35,-12.5,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
73,-0.00910027,0.030398,32.6635,274.59,275.578,0.0,-2.35,3.3,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
74,0.0600217,0.0600217,32.6635,274.59,276.565,0.0,141.2,84.95,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
75,0.0501471,0.0205234,32.6635,273.603,275.578,0.0,54.25,24.7,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
76,0.0106489,-0.00910027,32.6635,274.59,275.578,0.0,37.8,10.45,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
77,0.109395,0.09952,32.6635,274.59,275.578,0.0,10.2,2.55,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
78,0.0600217,0.0501471,32.6635,273.603,275.578,0.0,43.4,63.75,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
79,-0.00910027,0.0106489,32.6635,273.603,274.59,0.0,-216.85,-40.25,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
80,0.109395,0.129144,32.6635,273.603,275.578,0.0,9.2,62.25,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
81,0.0501471,0.0797709,32.6635,274.59,275.578,0.0,13.1,62.9,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
82,0.0205234,0.0698963,32.6635,274.59,275.578,0.0,2.15,44.65,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
83,0.09952,0.09952,32.6635,273.603,274.59,0.0,60.8,-9.0,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
84,0.0501471,0.0501471,31.676,273.603,275.578,0.0,-153.95,-58.05,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
85,0.731493,0.494503,32.6635,274.59,274.59,0.0,76.45,60.25,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
86,0.0797709,0.0797709,32.6635,273.603,275.578,0.0,91.65,40.65,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
87,0.0501471,0.0698963,32.6635,274.59,275.578,0.0,-78.4,-23.8,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
88,0.297011,-0.0288494,32.6635,273.603,275.578,0.0,-158.95,-55.95,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
89,0.0402726,-0.038724,32.6635,273.603,275.578,0.0,130.0,11.95,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
90,0.0501471,0.030398,32.6635,274.59,276.565,0.0,18.95,20.0,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
91,-0.0189748,0.0501471,32.6635,274.59,275.578,0.0,279.4,-398.5,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
92,0.0797709,0.0698963,32.6635,273.603,275.578,0.0,311.45,-125.9,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
93,0.0698963,0.0797709,32.6635,274.59,275.578,0.0,28.65,-44.65,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
94,0.0106489,0.0106489,32.6635,273.603,275.578,0.0,-15.7,-17.8,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
95,0.0698963,0.0896454,32.6635,273.603,275.578,0.0,8.75,-7.45,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
96,0.0501471,0.0205234,32.6635,273.603,275.578,0.0,15.05,12.15,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
97,0.198266,0.109395,33.651,273.603,275.578,0.0,17.45,11.3,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
98,0.0402726,-0.0189748,33.651,274.59,275.578,0.0,146.9,109.85,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
99,0.030398,-0.0485986,33.651,273.603,275.578,0.0,-317.35,-274.65,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
100,0.0797709,0.0797709,33.651,273.603,275.578,0.0,-190.6,-173.8,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
101,0.030398,0.000774297,33.651,273.603,275.578,0.0,-95.8,-83.25,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
102,0.0797709,-0.038724,33.651,274.59,275.578,0.0,-51.3,-43.8,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
103,0.0501471,0.0402726,32.6635,273.603,275.578,0.0,-19.25,-24.4,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
104,0.0106489,0.030398,33.651,273.603,276.565,0.0,-27.8,-24.85,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
105,0.09952,0.0402726,33.651,274.59,274.59,0.0,-27.65,-24.65,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
106,0.0698963,0.139018,32.6635,274.59,275.578,0.0,5.9,-5.25,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
107,0.632747,0.632747,33.651,273.603,275.578,0.0,6.6,12.35,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
108,0.09952,0.0600217,33.651,274.59,275.578,0.0,-1.65,-3.45,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
109,0.0600217,0.0600217,33.651,274.59,276.565,0.0,7.2,0.45,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
110,0.721618,0.691994,33.651,274.59,275.578,0.0,4.75,3.1,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
111,0.0896454,0.139018,33.651,273.603,275.578,0.0,-27.55,2.0,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
112,0.030398,0.0205234,32.6635,274.59,275.578,0.0,-17.75,2.75,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
113,-0.00910027,0.0402726,32.6635,274.59,275.578,0.0,-17.85,-0.6,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
114,0.0896454,0.109395,33.651,274.59,275.578,0.0,-1.95,-0.3,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
115,0.0698963,0.0896454,32.6635,274.59,275.578,0.0,-30.9,-3.1,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
116,-0.00910027,0.0501471,33.651,273.603,275.578,0.0,-139.95,-51.35,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
117,0.188391,0.257513,32.6635,273.603,275.578,0.0,43.25,18.35,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
118,0.0402726,0.139018,32.6635,273.603,276.565,0.0,98.8,8.4,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
119,0.0106489,0.0600217,32.6635,273.603,275.578,0.0,-5.4,18.45,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
120,0.0501471,0.0698963,32.6635,274.59,276.565,0.0,-51.65,1.85,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
121,0.0106489,0.0600217,32.6635,273.603,275.578,0.0,-115.7,-30.9,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
122,0.148893,0.139018,32.6635,274.59,275.578,0.0,-134.8,-61.65,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
123,0.0797709,0.0797709,31.676,273.603,275.578,0.0,99.25,44.65,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
124,0.0501471,0.297011,32.6635,274.59,276.565,0.0,-63.75,-13.0,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
125,0.0106489,-0.0189748,33.651,274.59,276.565,0.0,1.2,6.95,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
126,-0.038724,0.158767,32.6635,274.59,275.578,0.0,36.7,2.7,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
127,0.09952,0.0896454,32.6635,274.59,276.565,0.0,-178.4,-46.25,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
128,0.129144,0.119269,32.6635,274.59,275.578,0.0,62.95,64.25,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
129,0.0205234,-0.00910027,33.651,274.59,275.578,0.0,183.35,108.8,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
130,0.030398,-0.0288494,32.6635,273.603,274.59,0.0,-14.25,-10.55,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
131,0.0896454,0.188391,33.651,274.59,275.578,0.0,-3.3,0.35,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
132,0.0402726,0.0501471,33.651,273.603,275.578,0.0,-215.35,-72.65,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
133,0.030398,0.0402726,33.651,274.59,275.578,0.0,-57.45,-49.15,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
134,0.0501471,0.109395,33.651,274.59,275.578,0.0,15.0,-4.75,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
135,0.119269,0.188391,32.6635,274.59,275.578,0.0,152.1,-5.85,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
136,0.0501471,0.119269,32.6635,274.59,275.578,0.0,37.7,47.9,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
137,0.0600217,0.0205234,32.6635,274.59,275.578,0.0,-78.25,-3.55,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
138,0.0797709,-0.0485986,32.6635,273.603,274.59,0.0,44.1,97.15,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
139,-0.038724,-0.00910027,32.6635,274.59,275.578,0.0,174.25,147.65,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
140,0.09952,0.139018,32.6635,274.59,275.578,0.0,20.05,19.0,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
141,-0.0189748,-0.0683477,32.6635,274.59,275.578,0.0,19.3,20.15,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
142,0.129144,0.148893,32.6635,274.59,274.59,0.0,19.2,19.6,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
143,0.119269,0.139018,32.6635,273.603,275.578,0.0,18.85,19.6,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
144,0.178517,0.109395,33.651,275.578,275.578,0.0,18.8,19.9,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
145,-0.196717,-0.552202,35.6259,274.59,276.565,0.0,19.3,19.95,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
146,0.0600217,-0.0979714,34.6384,274.59,276.565,0.0,19.3,20.0,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
147,0.0402726,0.000774297,34.6384,274.59,276.565,0.0,19.7,19.7,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
148,0.0797709,-0.0485986,34.6384,274.59,276.565,0.0,19.35,19.8,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
149,0.139018,0.119269,34.6384,275.578,276.565,,19.45,19.85,,,,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
150,0.0797709,0.030398,34.6384,275.578,276.565,,,,,,,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
151,0.0698963,-0.0880968,34.6384,275.578,276.565,,,,,,,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
152,0.168642,0.0501471,34.6384,275.578,276.565,,,,,,,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
153,0.0698963,-0.394209,33.651,274.59,276.565,,,,,,,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
154,0.0501471,0.0600217,33.651,274.59,276.565,,,,,,,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
155,0.0698963,0.20814,33.651,275.578,276.565,,,,,,,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
156,0.0797709,0.257513,33.651,274.59,275.578,,,,,,,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
157,0.129144,0.188391,33.651,274.59,276.565,,,,,,,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
158,0.0797709,0.129144,33.651,275.578,275.578,,,,,,,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
159,0.0402726,0.0698963,34.6384,274.59,275.578,,,,,,,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
160,0.109395,0.237764,33.651,274.59,275.578,,,,,,,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
161,0.0797709,0.0501471,33.651,274.59,275.578,,,,,,,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
162,0.0698963,0.0698963,33.651,274.59,275.578,,,,,,,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
163,0.0600217,0.0797709,33.651,274.59,276.565,,,,,,,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
164,0.0402726,0.030398,33.651,273.603,275.578,,,,,,,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
165,0.148893,0.109395,33.651,274.59,275.578,,,,,,,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
166,0.0797709,0.0698963,33.651,274.59,275.578,,19.1,18.1,,,,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
167,0.0501471,0.030398,34.6384,275.578,275.578,0.0,19.9,16.55,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
168,0.129144,0.0600217,34.6384,274.59,275.578,0.0,-50.75,-51.15,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
169,0.0501471,0.0797709,33.651,274.59,276.565,0.0,-17.55,-21.1,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
170,0.109395,0.0600217,32.6635,274.59,276.565,0.0,4.0,-32.2,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
171,0.0600217,0.0600217,33.651,274.59,276.565,0.0,19.45,20.15,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
172,0.000774297,-0.00910027,33.651,274.59,276.565,0.0,19.65,20.9,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
173,0.0896454,0.030398,33.651,274.59,276.565,0.0,28.0,19.4,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
174,0.0501471,0.0698963,34.6384,274.59,275.578,0.0,14.25,10.1,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
175,0.563625,0.534001,34.6384,274.59,275.578,0.0,14.55,20.1,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
176,0.09952,0.109395,34.6384,273.603,275.578,0.0,-0.05,22.15,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
177,0.0600217,0.0698963,34.6384,274.59,275.578,0.0,-9.35,-9.5,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
178,0.09952,0.09952,33.651,273.603,275.578,0.0,26.45,21.5,,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
179,0.0600217,0.0600217,34.6384,274.59,275.578,0.0,-4.1,-0.05,51.72,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
180,0.0402726,0.0797709,34.6384,273.603,275.578,0.0,35.95,41.1,50.94,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
181,0.09952,0.109395,33.651,274.59,275.578,0.0,207.7,-39.2,57.39,,0.0,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,
